filename,label,primary_color
Image_55.jpg,ORANGE OAKLEAF,Gray
Image_56.jpg,COPPER TAIL,Black
Image_57.jpg,GREAT JAY,Black
Image_58.jpg,ORANGE OAKLEAF,Black
Image_59.jpg,SCARCE SWALLOW,Black
Image_60.jpg,QUESTION MARK,Black
Image_61.jpg,INDRA SWALLOW,Black
Image_62.jpg,BLUE SPOTTED CROW,Brown
Image_63.jpg,VICEROY,Black
Image_64.jpg,MALACHITE,White
Image_65.jpg,IPHICLUS SISTER,Black
Image_66.jpg,APPOLLO,White
Image_67.jpg,MANGROVE SKIPPER,Brown
Image_68.jpg,RED ADMIRAL,Black
Image_69.jpg,TWO BARRED FLASHER,Black
Image_70.jpg,ORANGE OAKLEAF,Pink
Image_71.jpg,MONARCH,Black
Image_72.jpg,ATALA,Black
Image_73.jpg,RED CRACKER,Black
Image_74.jpg,MOURNING CLOAK,Brown
Image_75.jpg,PAINTED LADY,Brown
Image_76.jpg,PAPER KITE,Gray
Image_77.jpg,QUESTION MARK,Brown
Image_78.jpg,TWO BARRED FLASHER,Brown
Image_79.jpg,ADONIS,Black
Image_80.jpg,SOOTYWING,Brown
Image_81.jpg,TROPICAL LEAFWING,Brown
Image_82.jpg,GREEN CELLED CATTLEHEART,Black
Image_83.jpg,INDRA SWALLOW,White
Image_84.jpg,PAINTED LADY,Orange
Image_85.jpg,QUESTION MARK,Black
Image_86.jpg,APPOLLO,Gray
Image_87.jpg,GREEN CELLED CATTLEHEART,Black
Image_88.jpg,BLUE SPOTTED CROW,Black
Image_89.jpg,PAPER KITE,White
Image_90.jpg,POPINJAY,Black
Image_91.jpg,PIPEVINE SWALLOW,Black
Image_92.jpg,ORANGE TIP,Gray
Image_93.jpg,COMMON WOOD-NYMPH,Brown
Image_94.jpg,CLOUDED SULPHUR,Orange
Image_95.jpg,CRIMSON PATCH,Black
Image_96.jpg,GOLD BANDED,Brown
Image_97.jpg,SCARCE SWALLOW,White
Image_98.jpg,PAPER KITE,Black
Image_99.jpg,CABBAGE WHITE,Gray
Image_100.jpg,COPPER TAIL,Brown
Image_101.jpg,BECKERS WHITE,Gray
Image_102.jpg,RED SPOTTED PURPLE,Black
Image_103.jpg,COPPER TAIL,Brown
Image_104.jpg,ATALA,Black
Image_105.jpg,BROWN SIPROETA,Black
Image_106.jpg,DANAID EGGFLY,Brown
Image_107.jpg,MILBERTS TORTOISESHELL,Black
Image_108.jpg,INDRA SWALLOW,Black
Image_109.jpg,SILVER SPOT SKIPPER,Gray
Image_110.jpg,PURPLISH COPPER,Brown
Image_111.jpg,BROWN SIPROETA,Black
Image_112.jpg,COMMON WOOD-NYMPH,Black
Image_113.jpg,DANAID EGGFLY,Black
Image_114.jpg,BLACK HAIRSTREAK,Brown
Image_115.jpg,RED POSTMAN,Black
Image_116.jpg,CABBAGE WHITE,Gray
Image_117.jpg,AMERICAN SNOOT,White
Image_118.jpg,BECKERS WHITE,Brown
Image_119.jpg,CABBAGE WHITE,Gray
Image_120.jpg,MILBERTS TORTOISESHELL,Black
Image_121.jpg,JULIA,Orange
Image_122.jpg,BLUE SPOTTED CROW,Black
Image_123.jpg,AN 88,White
Image_124.jpg,MONARCH,Orange
Image_125.jpg,ULYSES,Black
Image_126.jpg,MANGROVE SKIPPER,Gray
Image_127.jpg,RED SPOTTED PURPLE,Black
Image_128.jpg,COMMON BANDED AWL,Brown
Image_129.jpg,CRECENT,Orange
Image_130.jpg,GOLD BANDED,Black
Image_131.jpg,INDRA SWALLOW,Black
Image_132.jpg,GREAT JAY,Black
Image_133.jpg,SOUTHERN DOGFACE,Black
Image_134.jpg,CLOUDED SULPHUR,Brown
Image_135.jpg,SILVER SPOT SKIPPER,Black
Image_136.jpg,CABBAGE WHITE,Gray
Image_137.jpg,CLOUDED SULPHUR,Black
Image_138.jpg,METALMARK,Black
Image_139.jpg,TROPICAL LEAFWING,Black
Image_140.jpg,GREEN CELLED CATTLEHEART,Black
Image_141.jpg,SLEEPY ORANGE,Orange
Image_142.jpg,PURPLE HAIRSTREAK,Black
Image_143.jpg,SLEEPY ORANGE,White
Image_144.jpg,ELBOWED PIERROT,White
Image_145.jpg,SOUTHERN DOGFACE,Brown
Image_146.jpg,RED POSTMAN,Black
Image_147.jpg,PURPLISH COPPER,Brown
Image_148.jpg,CRECENT,Brown
Image_149.jpg,PURPLISH COPPER,Brown
Image_150.jpg,ORANGE TIP,White
Image_151.jpg,RED SPOTTED PURPLE,Black
Image_152.jpg,GREAT EGGFLY,Black
Image_153.jpg,MOURNING CLOAK,Black
Image_154.jpg,MANGROVE SKIPPER,Black
Image_155.jpg,ORCHARD SWALLOW,Black
Image_156.jpg,GREEN CELLED CATTLEHEART,Black
Image_157.jpg,ZEBRA LONG WING,Black
Image_158.jpg,WOOD SATYR,Black
Image_159.jpg,ZEBRA LONG WING,Black
Image_160.jpg,CLOUDED SULPHUR,Brown
Image_161.jpg,PEACOCK,Black
Image_162.jpg,ELBOWED PIERROT,White
Image_163.jpg,COMMON WOOD-NYMPH,Brown
Image_164.jpg,CABBAGE WHITE,Gray
Image_165.jpg,PURPLISH COPPER,White
Image_166.jpg,PEACOCK,Black
Image_167.jpg,SOOTYWING,Black
Image_168.jpg,RED POSTMAN,Black
Image_169.jpg,MESTRA,White
Image_170.jpg,CRECENT,Black
Image_171.jpg,EASTERN PINE ELFIN,Black
Image_172.jpg,ORANGE OAKLEAF,Brown
Image_173.jpg,TROPICAL LEAFWING,Gray
Image_174.jpg,RED SPOTTED PURPLE,Black
Image_175.jpg,QUESTION MARK,Brown
Image_176.jpg,MESTRA,Gray
Image_177.jpg,MILBERTS TORTOISESHELL,Brown
Image_178.jpg,MESTRA,Brown
Image_179.jpg,RED SPOTTED PURPLE,Black
Image_180.jpg,PAINTED LADY,Brown
Image_181.jpg,ULYSES,Black
Image_182.jpg,PIPEVINE SWALLOW,Black
Image_183.jpg,SOOTYWING,Black
Image_184.jpg,EASTERN DAPPLE WHITE,White
Image_185.jpg,RED ADMIRAL,Orange
Image_186.jpg,STRAITED QUEEN,Brown
Image_187.jpg,EASTERN COMA,Black
Image_188.jpg,ELBOWED PIERROT,Black
Image_189.jpg,BANDED PEACOCK,Black
Image_190.jpg,TROPICAL LEAFWING,Brown
Image_191.jpg,BROWN SIPROETA,Brown
Image_192.jpg,EASTERN DAPPLE WHITE,White
Image_193.jpg,MESTRA,Orange
Image_194.jpg,SILVER SPOT SKIPPER,Black
Image_195.jpg,EASTERN PINE ELFIN,Black
Image_196.jpg,DANAID EGGFLY,Black
Image_197.jpg,BLUE SPOTTED CROW,Black
Image_198.jpg,SCARCE SWALLOW,Black
Image_199.jpg,EASTERN PINE ELFIN,Black
Image_200.jpg,STRAITED QUEEN,Black
Image_201.jpg,EASTERN COMA,Black
Image_202.jpg,MESTRA,White
Image_203.jpg,MANGROVE SKIPPER,Black
Image_204.jpg,YELLOW SWALLOW TAIL,Black
Image_205.jpg,PURPLISH COPPER,Brown
Image_206.jpg,IPHICLUS SISTER,Brown
Image_207.jpg,BLUE MORPHO,Black
Image_208.jpg,METALMARK,Black
Image_209.jpg,PURPLISH COPPER,Black
Image_210.jpg,ORCHARD SWALLOW,Brown
Image_211.jpg,MILBERTS TORTOISESHELL,Black
Image_212.jpg,SLEEPY ORANGE,Orange
Image_213.jpg,COMMON BANDED AWL,Gray
Image_214.jpg,GREEN CELLED CATTLEHEART,Black
Image_215.jpg,BECKERS WHITE,White
Image_216.jpg,COMMON BANDED AWL,Brown
Image_217.jpg,BANDED PEACOCK,Black
Image_218.jpg,ULYSES,Gray
Image_219.jpg,ULYSES,Gray
Image_220.jpg,CRECENT,Brown
Image_221.jpg,DANAID EGGFLY,Black
Image_222.jpg,LARGE MARBLE,White
Image_223.jpg,POPINJAY,Black
Image_224.jpg,PURPLISH COPPER,Brown
Image_225.jpg,MOURNING CLOAK,Brown
Image_226.jpg,GREAT EGGFLY,Brown
Image_227.jpg,COPPER TAIL,Brown
Image_228.jpg,SOOTYWING,Black
Image_229.jpg,GOLD BANDED,Black
Image_230.jpg,BLUE SPOTTED CROW,Black
Image_231.jpg,RED POSTMAN,Black
Image_232.jpg,CRIMSON PATCH,Black
Image_233.jpg,CLEOPATRA,Gray
Image_234.jpg,MOURNING CLOAK,Black
Image_235.jpg,LARGE MARBLE,White
Image_236.jpg,BLACK HAIRSTREAK,Black
Image_237.jpg,CRECENT,Brown
Image_238.jpg,ELBOWED PIERROT,Black
Image_239.jpg,AMERICAN SNOOT,Brown
Image_240.jpg,COPPER TAIL,Black
Image_241.jpg,TROPICAL LEAFWING,Brown
Image_242.jpg,RED ADMIRAL,Black
Image_243.jpg,PEACOCK,Brown
Image_244.jpg,STRAITED QUEEN,Orange
Image_245.jpg,BECKERS WHITE,Gray
Image_246.jpg,COPPER TAIL,Brown
Image_247.jpg,YELLOW SWALLOW TAIL,Black
Image_248.jpg,GREEN CELLED CATTLEHEART,Brown
Image_249.jpg,MONARCH,Black
Image_250.jpg,STRAITED QUEEN,Orange
Image_251.jpg,MOURNING CLOAK,Brown
Image_252.jpg,SILVER SPOT SKIPPER,Black
Image_253.jpg,ATALA,Black
Image_254.jpg,PEACOCK,Brown
Image_255.jpg,PURPLE HAIRSTREAK,Black
Image_256.jpg,INDRA SWALLOW,Black
Image_257.jpg,GREY HAIRSTREAK,Gray
Image_258.jpg,CHECQUERED SKIPPER,Black
Image_259.jpg,ATALA,Black
Image_260.jpg,CAIRNS BIRDWING,Black
Image_261.jpg,CLOUDED SULPHUR,Brown
Image_262.jpg,PINE WHITE,White
Image_263.jpg,BECKERS WHITE,Black
Image_264.jpg,COPPER TAIL,Black
Image_265.jpg,MALACHITE,Black
Image_266.jpg,BROWN SIPROETA,Black
Image_267.jpg,ORCHARD SWALLOW,Black
Image_268.jpg,ELBOWED PIERROT,Black
Image_269.jpg,SOUTHERN DOGFACE,Orange
Image_270.jpg,PEACOCK,Brown
Image_271.jpg,PAPER KITE,White
Image_272.jpg,SLEEPY ORANGE,Orange
Image_273.jpg,BECKERS WHITE,Gray
Image_274.jpg,GOLD BANDED,Black
Image_275.jpg,BROWN SIPROETA,Black
Image_276.jpg,SCARCE SWALLOW,White
Image_277.jpg,EASTERN PINE ELFIN,Black
Image_278.jpg,MOURNING CLOAK,Brown
Image_279.jpg,BLUE SPOTTED CROW,Black
Image_280.jpg,ADONIS,Gray
Image_281.jpg,STRAITED QUEEN,Black
Image_282.jpg,PAINTED LADY,Brown
Image_283.jpg,MOURNING CLOAK,Brown
Image_284.jpg,COMMON WOOD-NYMPH,Black
Image_285.jpg,COMMON BANDED AWL,Black
Image_286.jpg,BANDED ORANGE HELICONIAN,Black
Image_287.jpg,ZEBRA LONG WING,Black
Image_288.jpg,WOOD SATYR,Gray
Image_289.jpg,ELBOWED PIERROT,White
Image_290.jpg,AFRICAN GIANT SWALLOWTAIL,Black
Image_291.jpg,MANGROVE SKIPPER,Black
Image_292.jpg,SLEEPY ORANGE,Orange
Image_293.jpg,GREAT EGGFLY,Brown
Image_294.jpg,STRAITED QUEEN,Orange
Image_295.jpg,ATALA,Black
Image_296.jpg,PINE WHITE,White
Image_297.jpg,BROWN SIPROETA,Brown
Image_298.jpg,RED ADMIRAL,Black
Image_299.jpg,CAIRNS BIRDWING,Black
Image_300.jpg,METALMARK,Black
Image_301.jpg,CHESTNUT,Black
Image_302.jpg,EASTERN COMA,Brown
Image_303.jpg,GREAT JAY,Black
Image_304.jpg,APPOLLO,Black
Image_305.jpg,CLODIUS PARNASSIAN,White
Image_306.jpg,ORCHARD SWALLOW,Brown
Image_307.jpg,GREAT JAY,Black
Image_308.jpg,AMERICAN SNOOT,Black
Image_309.jpg,SLEEPY ORANGE,Orange
Image_310.jpg,ELBOWED PIERROT,White
Image_311.jpg,EASTERN DAPPLE WHITE,White
Image_312.jpg,DANAID EGGFLY,Black
Image_313.jpg,SLEEPY ORANGE,White
Image_314.jpg,DANAID EGGFLY,Orange
Image_315.jpg,GREY HAIRSTREAK,Gray
Image_316.jpg,EASTERN PINE ELFIN,Brown
Image_317.jpg,ATALA,Black
Image_318.jpg,MONARCH,Black
Image_319.jpg,ORANGE OAKLEAF,Black
Image_320.jpg,ELBOWED PIERROT,Black
Image_321.jpg,AN 88,White
Image_322.jpg,GREEN CELLED CATTLEHEART,Black
Image_323.jpg,MOURNING CLOAK,Black
Image_324.jpg,BLUE MORPHO,Black
Image_325.jpg,APPOLLO,White
Image_326.jpg,CABBAGE WHITE,White
Image_327.jpg,IPHICLUS SISTER,Gray
Image_328.jpg,LARGE MARBLE,Orange
Image_329.jpg,ORANGE OAKLEAF,Gray
Image_330.jpg,ADONIS,Pink
Image_331.jpg,GREAT EGGFLY,Black
Image_332.jpg,BLACK HAIRSTREAK,Orange
Image_333.jpg,EASTERN COMA,Black
Image_334.jpg,RED CRACKER,Black
Image_335.jpg,AMERICAN SNOOT,Black
Image_336.jpg,EASTERN COMA,Brown
Image_337.jpg,BLACK HAIRSTREAK,White
Image_338.jpg,PINE WHITE,White
Image_339.jpg,CLODIUS PARNASSIAN,Gray
Image_340.jpg,SOUTHERN DOGFACE,Brown
Image_341.jpg,BROWN SIPROETA,Black
Image_342.jpg,EASTERN DAPPLE WHITE,Black
Image_343.jpg,AN 88,Gray
Image_344.jpg,SOUTHERN DOGFACE,Yellow
Image_345.jpg,BLACK HAIRSTREAK,Brown
Image_346.jpg,TROPICAL LEAFWING,Brown
Image_347.jpg,BANDED PEACOCK,Black
Image_348.jpg,ADONIS,Pink
Image_349.jpg,ATALA,Black
Image_350.jpg,RED POSTMAN,Black
Image_351.jpg,CHESTNUT,Black
Image_352.jpg,GREAT JAY,White
Image_353.jpg,WOOD SATYR,Black
Image_354.jpg,CABBAGE WHITE,White
Image_355.jpg,PINE WHITE,Gray
Image_356.jpg,INDRA SWALLOW,Black
Image_357.jpg,ELBOWED PIERROT,Black
Image_358.jpg,EASTERN PINE ELFIN,Black
Image_359.jpg,MILBERTS TORTOISESHELL,Black
Image_360.jpg,CLODIUS PARNASSIAN,White
Image_361.jpg,PEACOCK,Red
Image_362.jpg,PURPLE HAIRSTREAK,Brown
Image_363.jpg,EASTERN COMA,Black
Image_364.jpg,BECKERS WHITE,Gray
Image_365.jpg,QUESTION MARK,Black
Image_366.jpg,COMMON BANDED AWL,Brown
Image_367.jpg,CHESTNUT,Brown
Image_368.jpg,BLACK HAIRSTREAK,Black
Image_369.jpg,RED POSTMAN,Brown
Image_370.jpg,TWO BARRED FLASHER,Black
Image_371.jpg,JULIA,Orange
Image_372.jpg,VICEROY,Black
Image_373.jpg,SLEEPY ORANGE,Orange
Image_374.jpg,AFRICAN GIANT SWALLOWTAIL,Black
Image_375.jpg,BANDED ORANGE HELICONIAN,Orange
Image_376.jpg,MALACHITE,Black
Image_377.jpg,CLOUDED SULPHUR,Brown
Image_378.jpg,EASTERN COMA,Brown
Image_379.jpg,BLACK HAIRSTREAK,Black
Image_380.jpg,ATALA,Black
Image_381.jpg,ATALA,Gray
Image_382.jpg,CRECENT,Brown
Image_383.jpg,IPHICLUS SISTER,Black
Image_384.jpg,ZEBRA LONG WING,Black
Image_385.jpg,MONARCH,Black
Image_386.jpg,ORANGE OAKLEAF,Brown
Image_387.jpg,AMERICAN SNOOT,Brown
Image_388.jpg,SOUTHERN DOGFACE,Black
Image_389.jpg,MALACHITE,Gray
Image_390.jpg,CABBAGE WHITE,White
Image_391.jpg,CRECENT,Brown
Image_392.jpg,CHECQUERED SKIPPER,Black
Image_393.jpg,CLODIUS PARNASSIAN,White
Image_394.jpg,SOOTYWING,Brown
Image_395.jpg,GREAT EGGFLY,Black
Image_396.jpg,CABBAGE WHITE,Gray
Image_397.jpg,MOURNING CLOAK,Black
Image_398.jpg,SLEEPY ORANGE,White
Image_399.jpg,GREAT EGGFLY,Black
Image_400.jpg,BLUE SPOTTED CROW,Black
Image_401.jpg,IPHICLUS SISTER,Gray
Image_402.jpg,RED POSTMAN,Brown
Image_403.jpg,MILBERTS TORTOISESHELL,Black
Image_404.jpg,BLACK HAIRSTREAK,Brown
Image_405.jpg,GREAT EGGFLY,Black
Image_406.jpg,BROWN SIPROETA,Black
Image_407.jpg,ZEBRA LONG WING,Black
Image_408.jpg,BANDED ORANGE HELICONIAN,Black
Image_409.jpg,MONARCH,Black
Image_410.jpg,BANDED PEACOCK,Black
Image_411.jpg,PINE WHITE,White
Image_412.jpg,TROPICAL LEAFWING,Black
Image_413.jpg,MOURNING CLOAK,Black
Image_414.jpg,BLUE MORPHO,Black
Image_415.jpg,VICEROY,Black
Image_416.jpg,GREY HAIRSTREAK,Black
Image_417.jpg,APPOLLO,Black
Image_418.jpg,ZEBRA LONG WING,Black
Image_419.jpg,PURPLE HAIRSTREAK,Black
Image_420.jpg,BLUE MORPHO,Gray
Image_421.jpg,CAIRNS BIRDWING,Black
Image_422.jpg,CABBAGE WHITE,Gray
Image_423.jpg,JULIA,Orange
Image_424.jpg,EASTERN PINE ELFIN,Black
Image_425.jpg,COMMON BANDED AWL,Black
Image_426.jpg,PAPER KITE,White
Image_427.jpg,METALMARK,Black
Image_428.jpg,AFRICAN GIANT SWALLOWTAIL,Black
Image_429.jpg,RED POSTMAN,Black
Image_430.jpg,BROWN SIPROETA,Black
Image_431.jpg,GREY HAIRSTREAK,Gray
Image_432.jpg,ORANGE OAKLEAF,Brown
Image_433.jpg,DANAID EGGFLY,Gray
Image_434.jpg,EASTERN DAPPLE WHITE,White
Image_435.jpg,YELLOW SWALLOW TAIL,Black
Image_436.jpg,ORCHARD SWALLOW,Black
Image_437.jpg,PURPLE HAIRSTREAK,Brown
Image_438.jpg,AFRICAN GIANT SWALLOWTAIL,Brown
Image_439.jpg,RED ADMIRAL,Black
Image_440.jpg,EASTERN PINE ELFIN,Brown
Image_441.jpg,RED SPOTTED PURPLE,Black
Image_442.jpg,SILVER SPOT SKIPPER,Black
Image_443.jpg,BANDED ORANGE HELICONIAN,Orange
Image_444.jpg,PURPLISH COPPER,Orange
Image_445.jpg,GREAT JAY,Black
Image_446.jpg,PURPLE HAIRSTREAK,Black
Image_447.jpg,SOOTYWING,Black
Image_448.jpg,BROWN SIPROETA,Brown
Image_449.jpg,ORANGE OAKLEAF,Black
Image_450.jpg,VICEROY,Gray
Image_451.jpg,CAIRNS BIRDWING,Gray
Image_452.jpg,ADONIS,Gray
Image_453.jpg,SILVER SPOT SKIPPER,Black
Image_454.jpg,SLEEPY ORANGE,Gray
Image_455.jpg,CLODIUS PARNASSIAN,Gray
Image_456.jpg,POPINJAY,Gray
Image_457.jpg,PAINTED LADY,Orange
Image_458.jpg,BANDED ORANGE HELICONIAN,Orange
Image_459.jpg,COMMON WOOD-NYMPH,Black
Image_460.jpg,GREY HAIRSTREAK,Gray
Image_461.jpg,ADONIS,Black
Image_462.jpg,RED POSTMAN,Brown
Image_463.jpg,RED SPOTTED PURPLE,White
Image_464.jpg,GREY HAIRSTREAK,Gray
Image_465.jpg,AN 88,Black
Image_466.jpg,AFRICAN GIANT SWALLOWTAIL,Black
Image_467.jpg,SOUTHERN DOGFACE,White
Image_468.jpg,AMERICAN SNOOT,Gray
Image_469.jpg,DANAID EGGFLY,Black
Image_470.jpg,MALACHITE,Brown
Image_471.jpg,BROWN SIPROETA,Black
Image_472.jpg,ATALA,Black
Image_473.jpg,APPOLLO,White
Image_474.jpg,MESTRA,Brown
Image_475.jpg,PIPEVINE SWALLOW,Black
Image_476.jpg,CLODIUS PARNASSIAN,Gray
Image_477.jpg,ULYSES,Gray
Image_478.jpg,CRECENT,Orange
Image_479.jpg,GREAT JAY,White
Image_480.jpg,JULIA,Orange
Image_481.jpg,PAPER KITE,White
Image_482.jpg,EASTERN DAPPLE WHITE,Orange
Image_483.jpg,ZEBRA LONG WING,Black
Image_484.jpg,BLUE MORPHO,Brown
Image_485.jpg,RED CRACKER,Black
Image_486.jpg,PEACOCK,Brown
Image_487.jpg,COMMON WOOD-NYMPH,Brown
Image_488.jpg,CHECQUERED SKIPPER,Brown
Image_489.jpg,BLACK HAIRSTREAK,Brown
Image_490.jpg,MILBERTS TORTOISESHELL,Black
Image_491.jpg,TWO BARRED FLASHER,Black
Image_492.jpg,ORCHARD SWALLOW,Black
Image_493.jpg,IPHICLUS SISTER,Black
Image_494.jpg,MOURNING CLOAK,Brown
Image_495.jpg,EASTERN PINE ELFIN,Brown
Image_496.jpg,METALMARK,Black
Image_497.jpg,RED SPOTTED PURPLE,Gray
Image_498.jpg,MONARCH,Black
Image_499.jpg,DANAID EGGFLY,Black
Image_500.jpg,LARGE MARBLE,Black
Image_501.jpg,METALMARK,Black
Image_502.jpg,ULYSES,Gray
Image_503.jpg,COMMON WOOD-NYMPH,Gray
Image_504.jpg,AFRICAN GIANT SWALLOWTAIL,Black
Image_505.jpg,BLACK HAIRSTREAK,Black
Image_506.jpg,QUESTION MARK,Brown
Image_507.jpg,BANDED PEACOCK,Black
Image_508.jpg,METALMARK,Black
Image_509.jpg,BROWN SIPROETA,Brown
Image_510.jpg,ORANGE TIP,White
Image_511.jpg,COPPER TAIL,Black
Image_512.jpg,POPINJAY,Black
Image_513.jpg,INDRA SWALLOW,Gray
Image_514.jpg,ORCHARD SWALLOW,Black
Image_515.jpg,YELLOW SWALLOW TAIL,Orange
Image_516.jpg,CAIRNS BIRDWING,Black
Image_517.jpg,EASTERN PINE ELFIN,Black
Image_518.jpg,JULIA,Orange
Image_519.jpg,RED CRACKER,Black
Image_520.jpg,EASTERN DAPPLE WHITE,Brown
Image_521.jpg,BROWN SIPROETA,Black
Image_522.jpg,MANGROVE SKIPPER,Gray
Image_523.jpg,RED CRACKER,Black
Image_524.jpg,GREY HAIRSTREAK,Gray
Image_525.jpg,CAIRNS BIRDWING,Black
Image_526.jpg,GREEN CELLED CATTLEHEART,Black
Image_527.jpg,ORANGE TIP,Gray
Image_528.jpg,PEACOCK,Red
Image_529.jpg,BROWN SIPROETA,Black
Image_530.jpg,ZEBRA LONG WING,Black
Image_531.jpg,ULYSES,White
Image_532.jpg,CLEOPATRA,Gray
Image_533.jpg,CHECQUERED SKIPPER,Black
Image_534.jpg,AMERICAN SNOOT,Brown
Image_535.jpg,AN 88,Brown
Image_536.jpg,RED SPOTTED PURPLE,Black
Image_537.jpg,EASTERN PINE ELFIN,Black
Image_538.jpg,POPINJAY,Black
Image_539.jpg,METALMARK,Black
Image_540.jpg,APPOLLO,Black
Image_541.jpg,COPPER TAIL,Brown
Image_542.jpg,GREAT JAY,Black
Image_543.jpg,RED CRACKER,Black
Image_544.jpg,MOURNING CLOAK,Black
Image_545.jpg,METALMARK,Black
Image_546.jpg,PEACOCK,Black
Image_547.jpg,ATALA,Black
Image_548.jpg,CRECENT,Black
Image_549.jpg,GREEN CELLED CATTLEHEART,Black
Image_550.jpg,INDRA SWALLOW,Brown
Image_551.jpg,APPOLLO,White
Image_552.jpg,EASTERN PINE ELFIN,Brown
Image_553.jpg,TROPICAL LEAFWING,Brown
Image_554.jpg,EASTERN PINE ELFIN,Black
Image_555.jpg,ADONIS,Black
Image_556.jpg,POPINJAY,Black
Image_557.jpg,EASTERN COMA,Black
Image_558.jpg,ORCHARD SWALLOW,Black
Image_559.jpg,IPHICLUS SISTER,Black
Image_560.jpg,RED POSTMAN,Black
Image_561.jpg,EASTERN DAPPLE WHITE,White
Image_562.jpg,GREEN CELLED CATTLEHEART,Black
Image_563.jpg,AMERICAN SNOOT,Gray
Image_564.jpg,BECKERS WHITE,White
Image_565.jpg,RED SPOTTED PURPLE,Black
Image_566.jpg,SLEEPY ORANGE,Brown
Image_567.jpg,BANDED ORANGE HELICONIAN,Black
Image_568.jpg,RED POSTMAN,Black
Image_569.jpg,DANAID EGGFLY,Black
Image_570.jpg,SOUTHERN DOGFACE,Orange
Image_571.jpg,PURPLISH COPPER,Black
Image_572.jpg,ZEBRA LONG WING,Black
Image_573.jpg,METALMARK,Gray
Image_574.jpg,CHESTNUT,Black
Image_575.jpg,COMMON WOOD-NYMPH,Black
Image_576.jpg,RED SPOTTED PURPLE,Black
Image_577.jpg,SOOTYWING,Black
Image_578.jpg,CRECENT,Black
Image_579.jpg,BLACK HAIRSTREAK,Brown
Image_580.jpg,BECKERS WHITE,Gray
Image_581.jpg,ORCHARD SWALLOW,Black
Image_582.jpg,MILBERTS TORTOISESHELL,Brown
Image_583.jpg,ELBOWED PIERROT,Black
Image_584.jpg,PURPLE HAIRSTREAK,Gray
Image_585.jpg,PINE WHITE,Gray
Image_586.jpg,TROPICAL LEAFWING,Gray
Image_587.jpg,CLODIUS PARNASSIAN,White
Image_588.jpg,MOURNING CLOAK,Black
Image_589.jpg,ZEBRA LONG WING,Black
Image_590.jpg,MILBERTS TORTOISESHELL,Black
Image_591.jpg,RED CRACKER,Black
Image_592.jpg,SOOTYWING,Black
Image_593.jpg,CLODIUS PARNASSIAN,Brown
Image_594.jpg,VICEROY,Black
Image_595.jpg,CRIMSON PATCH,Black
Image_596.jpg,GREEN CELLED CATTLEHEART,Black
Image_597.jpg,ATALA,Black
Image_598.jpg,CHESTNUT,White
Image_599.jpg,RED SPOTTED PURPLE,Black
Image_600.jpg,AFRICAN GIANT SWALLOWTAIL,Black
Image_601.jpg,TROPICAL LEAFWING,Brown
